2.3294 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
2.3298 	INFO 	Loaded monitor calibration from ['2025_12_16 10:09']
2.4850 	INFO 	Using renderer 'NVIDIA GeForce RTX 5070 Ti/PCIe/SSE2' for graphics
2.4850 	INFO 	OpenGL version supported by driver is 4..
2.4932 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016FF0AD6FB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016FF0AD6F50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000016FF0090A90>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.4933 	EXP 	window1: backgroundImage = ''
2.4933 	EXP 	window1: backgroundFit = 'none'
2.5033 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5233 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5292 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5351 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5407 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5463 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5581 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5704 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5822 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5879 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.5940 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6003 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6121 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6179 	DEBUG 	Uploading Texture Font fontname to graphics card
2.6195 	DEBUG 	Upload of Texture Font fontname complete
2.6284 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6345 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6406 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6407 	DEBUG 	Uploading Texture Font fontname to graphics card
2.6416 	DEBUG 	Upload of Texture Font fontname complete
2.6427 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
2.6428 	EXP 	window1: recordFrameIntervals = False
2.8084 	EXP 	window1: recordFrameIntervals = True
2.9922 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
2.9922 	EXP 	window1: recordFrameIntervals = False
3.0004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0065 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0124 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0185 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0245 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0305 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0363 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0422 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0483 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0605 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.0607 	DEBUG 	Uploading Texture Font fontname to graphics card
3.0610 	DEBUG 	Upload of Texture Font fontname complete
3.3181 	INFO 	keyboard.Keyboard is using ptb backend.
3.3181 	EXP 	DichoticListeningProbe: status = STARTED
3.4490 	INFO 	Loaded psychtoolbox audio version 3.0.19.696976569
3.4683 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (Realtek(R) Audio)
3.4683 	DEBUG 	Found speaker device: Speakers (Realtek(R) Audio) (2.0)
3.5595 	INFO 	Created stream for speaker device: Speakers (Realtek(R) Audio) (2.0)
3.5603 	EXP 	: sampleRate = 48000
3.5603 	EXP 	: channels = None
3.5611 	EXP 	: sampleRate = 48000
3.9986 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (Realtek(R) Audio)
3.9986 	DEBUG 	Found speaker device: Speakers (Realtek(R) Audio) (2.0)
