2.4202 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
2.4207 	INFO 	Loaded monitor calibration from ['2025_12_16 10:09']
2.5943 	INFO 	Using renderer 'NVIDIA GeForce RTX 5070 Ti/PCIe/SSE2' for graphics
2.5943 	INFO 	OpenGL version supported by driver is 4..
2.6017 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000243FFA36FB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000243FFA36F50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000243800CCA90>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.6018 	EXP 	window1: backgroundImage = ''
2.6018 	EXP 	window1: backgroundFit = 'none'
2.6108 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6288 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6347 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6410 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6468 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6528 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6588 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6647 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6706 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6766 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6887 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.6946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7007 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7068 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7126 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7245 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.7247 	DEBUG 	Uploading Texture Font fontname to graphics card
2.7261 	DEBUG 	Upload of Texture Font fontname complete
