1032.1761 	INFO 	Loaded monitor calibration from ['2023_02_23 11:52']
1032.1982 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1280, 1024]. Using actual size
1032.3609 	INFO 	Using renderer 'GeForce 9500 GT/PCIe/SSE2' for graphics
1032.3609 	INFO 	OpenGL version supported by driver is 3..
1032.3710 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DABF287C10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DABF287BB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001DABF3556C0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
1032.3711 	EXP 	window1: backgroundImage = ''
1032.3711 	EXP 	window1: backgroundFit = 'none'
1032.7219 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
1032.7219 	EXP 	window1: recordFrameIntervals = False
1033.0194 	EXP 	window1: recordFrameIntervals = True
1033.1663 	EXP 	Screen (0) actual frame rate measured at 75.57Hz
1033.1663 	EXP 	window1: recordFrameIntervals = False
1033.3844 	INFO 	keyboard.Keyboard is using ptb backend.
1033.3844 	EXP 	DichoticListeningProbe: status = STARTED
1033.5459 	INFO 	Loaded psychtoolbox audio version 3.0.19.696976569
1033.6601 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1033.6613 	EXP 	: sampleRate = 48000
1033.6613 	EXP 	: channels = None
1033.6636 	EXP 	: sampleRate = 48000
1034.5095 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1034.5106 	EXP 	: sampleRate = 48000
1034.5106 	EXP 	: channels = None
1034.5129 	EXP 	: sampleRate = 48000
1035.3489 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1035.3500 	EXP 	: sampleRate = 48000
1035.3500 	EXP 	: channels = None
1035.3522 	EXP 	: sampleRate = 48000
1036.2081 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1036.2090 	EXP 	: sampleRate = 48000
1036.2090 	EXP 	: channels = None
1036.2113 	EXP 	: sampleRate = 48000
1037.0467 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1037.0478 	EXP 	: sampleRate = 48000
1037.0478 	EXP 	: channels = None
1037.0500 	EXP 	: sampleRate = 48000
1037.8911 	EXP 	Created text_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
1037.8919 	EXP 	Created text_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_prompt', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
1037.9157 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1037.9167 	EXP 	bip: sampleRate = 48000
1037.9167 	EXP 	bip: channels = None
1037.9297 	EXP 	Sound bip set volume 1.000
1037.9342 	EXP 	Created fixation_bip = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation_bip', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
1037.9360 	EXP 	Created final_silence = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='final_silence', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
1037.9381 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
1037.9607 	INFO 	Created stream for speaker device: Altavoces (3- Logitech USB Headset) (5.0)
1037.9615 	EXP 	bip: sampleRate = 48000
1037.9615 	EXP 	bip: channels = None
1037.9807 	EXP 	Sound bip set volume 1.000
1037.9951 	EXP 	Created fixation_bip = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation_bip', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
1037.9972 	EXP 	Created final_silence = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='final_silence', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
1037.9980 	EXP 	Created questionary_text0 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='questionary_text0', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
1037.9987 	EXP 	Created questionary_text1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='questionary_text1', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
1037.9994 	EXP 	Created questionary_text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='questionary_text2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
1038.0509 	EXP 	Created final_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='final_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
2.0330 	INFO 	Keyboard events cleared
2.0329 	EXP 	text_instructions: autoDraw = True
14.8726 	EXP 	Device response: <KeyPress from None: t=14.860738036499242, value=space, duration=None>
14.8770 	EXP 	Imported conditions.csv as conditions, 5 conditions, 5 params
14.8772 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'ordered': np.False_, 'voice_L': 'M', 'voice_R': 'F', 'target': 'R', 'target_label': 'NO_M_F', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
14.8858 	DATA 	Keypress: space
14.9086 	INFO 	Keyboard events cleared
14.9085 	EXP 	text_instructions: autoDraw = False
14.9085 	EXP 	text_prompt: height = np.float64(0.05)
14.9085 	EXP 	text_prompt: height = np.float64(0.05)
14.9085 	EXP 	text_prompt: height = np.float64(0.05)
14.9085 	EXP 	text_prompt: text = 'Presta atención a la historia del lado DERECHO (>>>).\n\n\nApretá ESPACIO para continuar...'
14.9085 	EXP 	text_prompt: autoDraw = True
15.0017 	EXP 	Device response: <KeyPress from None: t=14.860738036499242, value=space, duration=0.13596219672217558>
18.4674 	EXP 	Device response: <KeyPress from None: t=18.46074830215548, value=space, duration=None>
18.4678 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
18.4700 	EXP 	bip: sampleRate = 48000
18.4715 	EXP 	Sound bip reached end of file
18.4839 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
18.4726 	DATA 	Keypress: space
18.4940 	EXP 	text_prompt: autoDraw = False
18.4940 	EXP 	fixation_bip: autoDraw = True
18.5607 	EXP 	Device response: <KeyPress from None: t=18.46074830215548, value=space, duration=0.09597425886749988>
18.9871 	EXP 	Sound bip reached end of file
19.0005 	EXP 	Sound bip reached end of file
19.0138 	EXP 	fixation_bip: autoDraw = False
19.0138 	EXP 	final_silence: autoDraw = True
19.5072 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
19.5083 	EXP 	bip: sampleRate = 48000
19.5093 	EXP 	Sound bip reached end of file
19.5236 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
19.5201 	EXP 	final_silence: autoDraw = False
19.5201 	EXP 	fixation_bip: autoDraw = False
19.5201 	EXP 	final_silence: autoDraw = False
19.5201 	EXP 	fixation_bip: autoDraw = True
20.0305 	EXP 	Sound bip reached end of file
20.0535 	EXP 	Sound bip reached end of file
20.0667 	EXP 	fixation_bip: autoDraw = False
20.0667 	EXP 	final_silence: autoDraw = True
20.5600 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
20.5611 	EXP 	bip: sampleRate = 48000
20.5620 	EXP 	Sound bip reached end of file
20.5764 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
20.5732 	EXP 	final_silence: autoDraw = False
20.5732 	EXP 	fixation_bip: autoDraw = False
20.5732 	EXP 	final_silence: autoDraw = False
20.5732 	EXP 	fixation_bip: autoDraw = True
21.0769 	EXP 	Sound bip reached end of file
21.0931 	EXP 	Sound bip reached end of file
21.1062 	EXP 	fixation_bip: autoDraw = False
21.1062 	EXP 	final_silence: autoDraw = True
21.5998 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
21.6009 	EXP 	bip: sampleRate = 48000
21.6018 	EXP 	Sound bip reached end of file
21.6162 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
21.6129 	EXP 	final_silence: autoDraw = False
21.6129 	EXP 	fixation_bip: autoDraw = False
21.6129 	EXP 	final_silence: autoDraw = False
21.6129 	EXP 	fixation_bip: autoDraw = True
22.1197 	EXP 	Sound bip reached end of file
22.1327 	EXP 	Sound bip reached end of file
22.1460 	EXP 	fixation_bip: autoDraw = False
22.1460 	EXP 	final_silence: autoDraw = True
22.6393 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
22.6406 	EXP 	bip: sampleRate = 48000
22.6415 	EXP 	Sound bip reached end of file
22.6557 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
22.6523 	EXP 	final_silence: autoDraw = False
22.6523 	EXP 	fixation_bip: autoDraw = False
22.6523 	EXP 	final_silence: autoDraw = False
22.6523 	EXP 	fixation_bip: autoDraw = True
23.1596 	EXP 	Sound bip reached end of file
23.1724 	EXP 	Sound bip reached end of file
23.1855 	EXP 	fixation_bip: autoDraw = False
23.1855 	EXP 	final_silence: autoDraw = True
23.6789 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
23.6800 	EXP 	bip: sampleRate = 48000
23.6809 	EXP 	Sound bip reached end of file
23.6954 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
23.6922 	EXP 	final_silence: autoDraw = False
23.6922 	EXP 	fixation_bip: autoDraw = False
23.6922 	EXP 	final_silence: autoDraw = False
23.6922 	EXP 	fixation_bip: autoDraw = True
24.2007 	EXP 	Sound bip reached end of file
24.2119 	EXP 	Sound bip reached end of file
24.2252 	EXP 	fixation_bip: autoDraw = False
24.2252 	EXP 	final_silence: autoDraw = True
24.7186 	EXP 	New trial (rep=6, index=0): <Trial 6 (0 in rep 6) data={'thisN': 6, 'thisTrialN': 0, 'thisRepN': 6}>
24.7197 	EXP 	bip: sampleRate = 48000
24.7206 	EXP 	Sound bip reached end of file
24.7350 	EXP 	Playing sound bip on speaker Altavoces (3- Logitech USB Headset)
24.7318 	EXP 	final_silence: autoDraw = False
24.7318 	EXP 	fixation_bip: autoDraw = False
24.7318 	EXP 	final_silence: autoDraw = False
24.7318 	EXP 	fixation_bip: autoDraw = True
25.2387 	EXP 	Sound bip reached end of file
25.2516 	EXP 	Sound bip reached end of file
25.2649 	EXP 	fixation_bip: autoDraw = False
25.2649 	EXP 	final_silence: autoDraw = True
25.7585 	EXP 	New trial (rep=7, index=0): <Trial 7 (0 in rep 7) data={'thisN': 7, 'thisTrialN': 0, 'thisRepN': 7}>
